tract,no_internet,no_computer,no_internet_computer_universe,no_internet_pct,no_computer_pct,sup_dist,csa,spa,ESRI_OID,Shape__Area,Shape__Length
06037183103,137,110,1652,8.3,6.7,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4300,7244202.95703125,19003.0601467217
06037183104,128,70,737,17.4,9.5,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4301,6726843.80566406,15127.0349605754
06037183220,109,69,1115,9.8,6.2,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4302,5876242.4140625,12529.5624789228
06037183221,106,59,1138,9.3,5.2,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4303,7556623.37792969,11919.9197292742
06037183222,121,111,1530,7.9,7.3,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4304,9910024.88769531,16262.5267399763
06037183300,178,142,1119,15.9,12.7,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4305,5867829.60546875,10063.0020623408
06037183401,113,77,818,13.8,9.4,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4306,5344581.56738281,10175.2714040804
06037183402,135,41,1080,12.5,3.8,District 1,Los Angeles - Eagle Rock,SPA 4 - Metro,4307,5662655.35546875,10718.8176367185
06037183510,138,68,814,17,8.4,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4308,5247216.66210938,10222.8979356225
06037183520,114,70,1161,9.8,6,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4309,4701674.38671875,9080.12718892784
06037183610,108,79,977,11.1,8.1,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4310,4014651.39355469,9658.4490619366
06037293302,110,42,1682,6.5,2.5,District 4,Los Angeles - Harbor City,SPA 8 - South Bay,4311,11916286.9541016,14902.2657767638
06037293304,140,85,1588,8.8,5.4,District 4,Los Angeles - Harbor City,SPA 8 - South Bay,4312,6129119.72070313,9931.98026273563
06037293306,61,35,810,7.5,4.3,District 4,Los Angeles - Harbor Pines,SPA 8 - South Bay,4313,6577544.68457031,11134.2539591579
06037293307,104,76,901,11.5,8.4,District 4,Los Angeles - Harbor City,SPA 8 - South Bay,4314,3662958.82617188,9131.00342625003
06037294110,206,26,1070,19.3,2.4,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4315,10590939.6855469,16400.1479380779
06037294120,65,40,629,10.3,6.4,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4316,16869759.6992188,16832.978642962
06037294200,127,76,1355,9.4,5.6,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4317,10296592.8876953,12893.7499281584
06037294301,89,60,683,13,8.8,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4318,7888044.33007813,11446.6575339181
06037294302,174,67,1214,14.3,5.5,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4319,9600668.13769531,14220.2578341498
06037294410,272,139,1620,16.8,8.6,District 4,Los Angeles - Harbor City,SPA 8 - South Bay,4320,8910405.15625,12587.1320119853
06037294421,197,134,1022,19.3,13.1,District 4,Los Angeles - Harbor City,SPA 8 - South Bay,4321,7382310.45117188,16256.8727268229
06037294510,231,111,1146,20.2,9.7,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4322,5571337.52441406,9763.35100351157
06037294520,126,57,910,13.8,6.3,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4323,5211929.55566406,9449.87770195006
06037294610,150,126,1169,12.8,10.8,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4324,8849634.17089844,11869.4336438181
06037294620,98,7,1035,9.5,0.7,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4325,9134217.61230469,12417.8861806287
06037294701,191,102,980,19.5,10.4,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4326,18796388.0371094,19485.1339409876
06037294810,121,68,1003,12.1,6.8,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4327,3444865.44921875,7566.38748095205
06037294820,179,78,928,19.3,8.4,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4328,4127825.86230469,8204.36861713467
06037294830,117,62,1072,10.9,5.8,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4329,9464022.26757813,13633.2488876649
06037294900,176,126,943,18.7,13.4,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4330,7285357.00195313,13394.8387665974
06037295103,199,90,2050,9.7,4.4,District 4,Los Angeles - Harbor City,SPA 8 - South Bay,4331,22074575.0507813,24938.1265206046
06037296210,154,131,1113,13.8,11.8,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4332,5981280.23339844,9557.8762939724
06037296220,507,276,1826,27.8,15.1,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4333,5785855.36523438,9581.65523524225
06037296300,90,38,1934,4.7,2,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4334,11738505.40625,16601.125697598
06037296401,83,42,1295,6.4,3.2,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4335,10681000.4394531,13434.5196219819
06037296402,45,42,1130,4,3.7,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4336,11357464.0605469,16116.8219855256
06037296500,180,116,1204,15,9.6,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4337,9789058.328125,13598.1904365696
06037296600,571,434,2010,28.4,21.6,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4338,9063585.31347656,12269.8704804745
06037296901,299,152,1568,19.1,9.7,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4339,6646845.77246094,11354.5882494569
06037296902,199,69,1571,12.7,4.4,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4340,5307206.01660156,12001.5108092818
06037297001,32,32,588,5.4,5.4,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4341,7727721.953125,13925.1022189438
06037297002,114,52,1735,6.6,3,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4342,8142216.15917969,12365.4578220629
06037297110,249,123,1560,16,7.9,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4343,5247384.73339844,9163.59535042203
06037297120,186,67,1046,17.8,6.4,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4344,4725188.26855469,9976.87434101229
06037297201,113,82,1465,7.7,5.6,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4345,4350600.56152344,8255.81156735079
06037297202,157,115,1545,10.2,7.4,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4346,6198576.31445313,9987.20326031183
06037297300,50,20,784,6.4,2.6,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4347,13002515.0068359,18304.1123726896
06037297400,312,185,1669,18.7,11.1,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4348,21748189.8105469,20186.8909832259
06037297501,123,123,1110,11.1,11.1,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4349,11662627.6591797,20684.3004511349
06037297502,134,121,996,13.5,12.1,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4350,10264962.3251953,17170.9339677525
06037297601,134,80,1271,10.5,6.3,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4351,7882240.13085938,18202.0293998733
06037297602,115,32,1650,7,1.9,District 4,Los Angeles - San Pedro,SPA 8 - South Bay,4352,6574072.35644531,12185.2949727239
06037300100,15,15,2079,0.7,0.7,District 5,Unincorporated - La Crescenta-Montrose,SPA 2 - San Fernando,4353,50630231.2851563,29108.2307244833
06037535605,88,64,1136,7.7,5.6,District 4,City of South Gate,SPA 7 - East,4354,5055926.07910156,9024.05411297362
06037535606,74,20,465,15.9,4.3,District 4,City of South Gate,SPA 7 - East,4355,2008256.80175781,7507.39493532745
06037535607,58,25,1008,5.8,2.5,District 4,City of South Gate,SPA 7 - East,4356,10187615.6337891,13749.3639971588
06037535701,308,107,1403,22,7.6,District 4,City of South Gate,SPA 7 - East,4357,8294404.52539063,12500.9087379237
06037535702,328,155,1426,23,10.9,District 4,City of South Gate,SPA 7 - East,4358,10497743.0517578,13524.8982923
06037535802,206,106,1531,13.5,6.9,District 4,City of South Gate,SPA 7 - East,4359,8391119.32910156,12103.7509265364
06037535803,126,39,978,12.9,4,District 4,City of South Gate,SPA 7 - East,4360,4553486.28515625,8613.22758336609
06037535804,191,123,1428,13.4,8.6,District 4,City of South Gate,SPA 7 - East,4361,5288366.11523438,9663.01440527704
06037535901,149,167,1622,9.2,10.3,District 4,City of South Gate,SPA 7 - East,4362,9060493.9453125,13205.0547713489
06037535902,190,117,1423,13.4,8.2,District 4,City of South Gate,SPA 7 - East,4363,10888500.5654297,13459.5305001904
06037536000,203,93,995,20.4,9.3,District 4,City of South Gate,SPA 7 - East,4364,14069000.7373047,16146.07361021
06037536102,195,111,1021,19.1,10.9,District 4,City of South Gate,SPA 7 - East,4365,33040609.5302734,27490.5191921895
06037536103,263,125,1452,18.1,8.6,District 4,City of South Gate,SPA 7 - East,4366,12693454.578125,16298.5939440098
06037536104,201,109,1030,19.5,10.6,District 4,City of South Gate,SPA 7 - East,4367,21172212.0742188,25612.2137965433
06037536201,57,57,855,6.7,6.7,District 4,City of South Gate,SPA 7 - East,4368,16114744.6787109,21133.744326185
06037536202,200,176,1223,16.4,14.4,District 4,City of South Gate,SPA 7 - East,4369,9922320.66699219,18942.3483071415
06037540000,532,182,1561,34.1,11.7,District 4,City of Lynwood,SPA 6 - South,4370,15731993.8496094,17358.5622202242
06037540101,235,48,1542,15.2,3.1,District 4,City of Lynwood,SPA 6 - South,4371,13515705.4804688,17137.7930298487
06037540102,355,87,1363,26,6.4,District 4,City of Lynwood,SPA 6 - South,4372,13430162.2333984,15514.7438943585
06037540201,251,45,557,45.1,8.1,District 4,City of Lynwood,SPA 6 - South,4373,2916699.36230469,9320.43396367054
06037540202,606,88,1576,38.5,5.6,District 4,City of Lynwood,SPA 6 - South,4374,8143642.64160156,12475.4737665122
06037540203,329,23,1315,25,1.7,District 4,City of Lynwood,SPA 6 - South,4375,9713671.87402344,13102.7283280525
06037540300,315,60,1221,25.8,4.9,District 4,City of Lynwood,SPA 6 - South,4376,16607624.8427734,21765.828756423
06037540400,84,36,457,18.4,7.9,District 2,Unincorporated - Willowbrook,SPA 6 - South,4377,3656503.84277344,8136.36048659801
06037540501,244,18,937,26,1.9,District 4,City of Lynwood,SPA 6 - South,4378,15339808.3837891,18692.5478394462
06037540502,411,120,1645,25,7.3,District 4,City of Lynwood,SPA 6 - South,4379,6467856.24316406,11050.2697032851
06037540600,402,130,1119,35.9,11.6,District 2,Unincorporated - Willowbrook,SPA 6 - South,4380,10115875.4443359,12908.2712282411
06037540700,161,130,823,19.6,15.8,District 2,Unincorporated - Willowbrook,SPA 6 - South,4381,12451365.875,16110.9149329034
06037540800,202,126,1486,13.6,8.5,District 2,Unincorporated - Willowbrook,SPA 6 - South,4382,21474173.1484375,26165.6077185058
06037540901,256,111,1213,21.1,9.2,District 2,Unincorporated - Athens Village,SPA 6 - South,4383,12526769.5205078,15464.5633193503
06037540902,258,109,1503,17.2,7.3,District 2,Unincorporated - Willowbrook,SPA 6 - South,4384,27087853.2099609,20788.5517297123
06037541003,155,183,1320,11.7,13.9,District 2,City of Carson,SPA 8 - South Bay,4385,65071048.4042969,36459.8219609966
06037541100,212,67,878,24.1,7.6,District 2,Unincorporated - Rosewood/West Rancho Dominguez,SPA 6 - South,4386,13400387.3300781,15487.6960889612
06037541200,376,142,1819,20.7,7.8,District 2,City of Compton,SPA 6 - South,4387,22820622.3730469,22847.3633223332
06037541300,387,92,1403,27.6,6.6,District 2,City of Compton,SPA 6 - South,4388,14735994.7792969,15720.0029452793
06037541401,367,119,948,38.7,12.6,District 2,Unincorporated - Willowbrook,SPA 6 - South,4389,6084084.04296875,10710.8836128399
06037541402,142,10,841,16.9,1.2,District 2,Unincorporated - Willowbrook,SPA 6 - South,4390,3682481.50292969,8042.9413484429
06037535604,113,38,1040,10.9,3.7,District 4,City of South Gate,SPA 7 - East,4391,4754889.28710938,9739.58851531031
06037541500,476,73,1390,34.2,5.3,District 2,Unincorporated - Willowbrook,SPA 6 - South,4392,9177606.30664063,13093.5093235715
06037541603,190,60,692,27.5,8.7,District 2,City of Compton,SPA 6 - South,4393,13744580.5742188,20299.3291302967
06037541604,497,128,1359,36.6,9.4,District 2,City of Compton,SPA 6 - South,4394,8878693.57421875,12166.5958725591
06037541605,456,204,1404,32.5,14.5,District 2,City of Compton,SPA 6 - South,4395,9383094.68359375,13902.4380705955
06037541606,204,104,637,32,16.3,District 2,City of Compton,SPA 6 - South,4396,3681001.55957031,8136.35760321857
06037920121,40,8,2780,1.4,0.3,District 5,City of Santa Clarita,SPA 2 - San Fernando,4397,131352563.149414,62515.4646929469
06037920200,0,0,0,0,0,District 5,Unincorporated - Castaic,SPA 2 - San Fernando,4398,122208670.118164,64176.7215844975
06037920303,0,0,635,0,0,District 5,Unincorporated - Twin Lakes/Oat Mountain,SPA 2 - San Fernando,4399,555261931.875977,133944.661145482
06037920312,207,139,2122,9.8,6.6,District 5,City of Santa Clarita,SPA 2 - San Fernando,4400,146483127.176758,58180.0679064136
06037920313,93,99,1480,6.3,6.7,District 5,City of Santa Clarita,SPA 2 - San Fernando,4401,30880277.3359375,24539.5404325498
06037920314,35,12,945,3.7,1.3,District 5,City of Santa Clarita,SPA 2 - San Fernando,4402,121727105.556641,51654.5045268018
06037920322,63,45,927,6.8,4.9,District 5,City of Santa Clarita,SPA 2 - San Fernando,4403,11244955.09375,15123.4480691527
06037920326,107,76,2293,4.7,3.3,District 5,Unincorporated - Stevenson Ranch,SPA 2 - San Fernando,4404,789564921.265625,158899.797404174
06037920328,61,40,781,7.8,5.1,District 5,City of Santa Clarita,SPA 2 - San Fernando,4405,25126407.4609375,20571.9227312617
06037920329,119,0,2633,4.5,0,District 5,City of Santa Clarita,SPA 2 - San Fernando,4406,23809356.7939453,20714.2076178976
06037920330,316,245,1685,18.8,14.5,District 5,City of Santa Clarita,SPA 2 - San Fernando,4407,34776569.5556641,23769.1294831108
06037920331,25,10,1152,2.2,0.9,District 5,City of Santa Clarita,SPA 2 - San Fernando,4408,15921174.3320313,16366.54022743
06037920332,61,24,559,10.9,4.3,District 5,City of Santa Clarita,SPA 2 - San Fernando,4409,41856267.9570313,31938.4954733242
06037920334,356,281,2258,15.8,12.4,District 5,City of Santa Clarita,SPA 2 - San Fernando,4410,29473410.9335938,22094.5968558888
06037920338,54,35,1698,3.2,2.1,District 5,Unincorporated - Stevenson Ranch,SPA 2 - San Fernando,4411,39962443.5634766,33327.796354385
06037920339,91,0,2649,3.4,0,District 5,Unincorporated - Stevenson Ranch,SPA 2 - San Fernando,4412,367415517.916992,86610.7966675035
06037920340,84,22,731,11.5,3,District 5,City of Santa Clarita,SPA 2 - San Fernando,4413,11595952.515625,16582.7986738833
06037920341,184,127,770,23.9,16.5,District 5,City of Santa Clarita,SPA 2 - San Fernando,4414,6274211.08984375,13127.2809830255
06037920342,136,88,832,16.3,10.6,District 5,City of Santa Clarita,SPA 2 - San Fernando,4415,8840996.37597656,14450.5843487166
06037920343,161,88,1180,13.6,7.5,District 5,City of Santa Clarita,SPA 2 - San Fernando,4416,10721276.8681641,14219.9659096415
06037930400,17,19,384,4.4,4.9,District 5,Unincorporated - Angeles National Forest,SPA 3 - San Gabriel,4417,16086908851.0566,915242.57711226
06037980001,0,0,0,0,0,District 5,City of Burbank,SPA 2 - San Fernando,4418,25081050.3935547,22534.6564883518
06037980002,0,0,0,0,0,District 2,City of Carson,SPA 8 - South Bay,4419,75079609.0625,37687.1476918256
06037980003,0,0,0,0,0,District 5,Unincorporated - South Edwards,SPA 1 - Antelope Valley,4420,2082304898.10547,272360.490530011
06037980004,0,0,0,0,0,District 5,City of Palmdale,SPA 1 - Antelope Valley,4421,385849268.381836,88089.895702149
06037980005,0,0,0,0,0,District 4,City of Torrance,SPA 8 - South Bay,4422,43631570.890625,31657.9908832079
06037980006,0,0,0,0,0,District 4,City of Long Beach,SPA 8 - South Bay,4423,36204422.0810547,38004.9762640189
06037980007,0,0,0,0,0,District 4,City of Long Beach,SPA 8 - South Bay,4424,29099378.9892578,24048.956278432
06037980008,0,0,17,0,0,District 3,Los Angeles - Van Nuys,SPA 2 - San Fernando,4425,36520470.2470703,33527.7366622888
06037980009,0,0,0,0,0,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4426,228426493.782227,78138.6017430041
06037980010,13,4,60,21.7,6.7,District 1,Los Angeles - Elysian Park,SPA 4 - Metro,4427,41576170.8603516,34977.5763790866
06037980011,11,11,27,40.7,40.7,District 4,City of Long Beach,SPA 8 - South Bay,4428,14668888.9296875,17562.2483186791
06037980012,0,0,0,0,0,District 4,City of Downey,SPA 7 - East,4429,9903053.64648438,15069.521687285
06037980013,0,0,0,0,0,District 2,City of El Segundo,SPA 8 - South Bay,4430,57052445.9326172,33824.6239835339
06037980014,6,6,11,54.5,54.5,District 4,Los Angeles - Wilmington,SPA 8 - South Bay,4431,80461949.7607422,67612.0053987752
06037980015,83,48,444,18.7,10.8,District 4,Los Angeles - Harbor City,SPA 8 - South Bay,4432,57231543.6953125,34862.5883805125
06037980016,8,3,71,11.3,4.2,District 4,City of Vernon,SPA 7 - East,4433,144642238.019531,75410.793494514
06037980017,0,0,36,0,0,District 3,Unincorporated - West LA,SPA 5 - West,4434,25671852.0683594,29447.0474486601
06037980018,0,0,0,0,0,District 4,City of Long Beach,SPA 8 - South Bay,4435,79692947.4589844,54854.5954123555
06037980019,0,0,37,0,0,District 3,Los Angeles - Palisades Highlands,SPA 5 - West,4436,476424607.666016,149651.651162159
06037980020,0,0,0,0,0,District 5,Los Angeles - Sun Valley,SPA 2 - San Fernando,4437,91784364.7324219,60339.1105466521
06037980021,0,0,14,0,0,District 5,Los Angeles - Lakeview Terrace,SPA 2 - San Fernando,4438,75088401.3544922,50381.1034706712
06037980022,0,0,0,0,0,District 3,Los Angeles - Granada Hills,SPA 2 - San Fernando,4439,69407220.2197266,41500.6679567414
06037183701,178,178,1316,13.5,13.5,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4440,5759863.95214844,12281.6783693321
06037183702,116,41,1128,10.3,3.6,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4441,9524021.35644531,16581.6977553202
06037183810,99,62,1436,6.9,4.3,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4442,4841193.90625,10223.5575324231
06037183820,123,109,1224,10,8.9,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4443,3348964.75683594,10238.0525256081
06037185101,82,17,974,8.4,1.7,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4444,8706618.6171875,16955.1758641549
06037185102,10,10,1436,0.7,0.7,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4445,15935927.7646484,25632.9478986604
06037185202,238,151,1501,15.9,10.1,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4446,13003386.1513672,16277.4176158216
06037185203,91,36,891,10.2,4,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4447,5849916.31347656,11295.9241067246
06037185204,51,49,730,7,6.7,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4448,10302996.2949219,15511.267660801
06037185310,154,90,907,17,9.9,District 1,Los Angeles - Mt. Washington,SPA 4 - Metro,4449,4461664.13867188,11883.4618369467
06037185320,145,102,895,16.2,11.4,District 1,Los Angeles - Elysian Valley,SPA 4 - Metro,4450,6087527.24414063,12706.7796331789
06037186100,132,61,1874,7,3.3,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4451,14122828.8623047,20374.1402029873
06037186201,137,118,1278,10.7,9.2,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4452,5351125.640625,11939.7884138328
06037186202,28,8,657,4.3,1.2,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4453,4556332.90234375,10534.9440301861
06037186203,59,28,1082,5.5,2.6,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4454,9091855.96191406,15362.2422444838
06037186301,58,37,833,7,4.4,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4455,12733089.0205078,17741.0328826998
06037186302,183,111,1915,9.6,5.8,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4456,18285481.2548828,17522.4869268294
06037186401,150,98,926,16.2,10.6,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4457,10153015.2041016,17566.2362464362
06037186403,120,84,826,14.5,10.2,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4458,5905691.16210938,11856.9365900635
06037186404,77,52,771,10,6.7,District 1,Los Angeles - Glassell Park,SPA 4 - Metro,4459,4284252.16699219,8709.72383418137
06037187101,59,41,1217,4.8,3.4,District 1,Los Angeles - Atwater Village,SPA 4 - Metro,4460,8510001.00878906,12901.7977755606
06037187102,204,172,1631,12.5,10.5,District 1,Los Angeles - Atwater Village,SPA 4 - Metro,4461,23601872.3935547,38158.386776357
06037187200,109,24,1047,10.4,2.3,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4462,10210252.3818359,15467.5780244728
06037187300,53,29,1593,3.3,1.8,District 1,Los Angeles - Silverlake,SPA 4 - Metro,4463,12573329.3251953,19425.3950009606
06037188100,113,23,1909,5.9,1.2,District 1,Los Angeles - Atwater Village,SPA 4 - Metro,4464,22650892.6425781,25920.7016042529
06037188201,31,32,1706,1.8,1.9,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4465,8583742.65429688,16919.4880772854
06037188202,57,18,1263,4.5,1.4,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4466,8230132.95410156,11771.5390102853
06037188300,64,24,1386,4.6,1.7,District 1,Los Angeles - Atwater Village,SPA 4 - Metro,4467,9856462.60546875,12658.9739774197
06037189101,26,24,1253,2.1,1.9,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4468,4253805.29394531,8256.53598815435
06037189102,54,54,1960,2.8,2.8,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4469,6905576.16113281,12037.6426847834
06037189201,203,89,1799,11.3,4.9,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4470,3506033.15039063,7950.82396758715
06037189202,69,39,1261,5.5,3.1,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4471,11036873.8701172,16286.4902629299
06037189300,96,45,1472,6.5,3.1,District 5,Los Angeles - Los Feliz,SPA 4 - Metro,4472,20565714.21875,24814.66324379
06037189400,0,20,1531,0,1.3,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4473,15507607.5332031,23706.4366035619
06037189501,0,0,1394,0,0,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4474,3813790.65429688,8060.13387485492
06037189502,61,72,1331,4.6,5.4,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4475,2663667.32617188,6911.33444770821
06037189600,43,27,1985,2.2,1.4,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4476,11513193.6787109,18537.8665848204
06037183620,125,109,1021,12.2,10.7,District 1,Los Angeles - Highland Park,SPA 4 - Metro,4477,5605125.85058594,9297.1650994575
06037189702,110,83,1392,7.9,6,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4478,15623394.3701172,21310.442275802
06037189703,63,15,1028,6.1,1.5,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4479,35757590.5917969,39992.7994355026
06037189704,12,0,752,1.6,0,District 5,Los Angeles - Hollywood Hills,SPA 4 - Metro,4480,11045948.9824219,22924.2420237797
06037189801,163,0,1248,13.1,0,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4481,4463763.625,9921.86129698303
06037189802,192,83,1192,16.1,7,District 3,Los Angeles - Hollywood,SPA 4 - Metro,4482,3406698.64941406,7860.66123616228
06037300200,167,113,1853,9,6.1,District 5,Unincorporated - La Crescenta-Montrose,SPA 2 - San Fernando,4483,20837820.0449219,21680.3601843483
06037300301,142,157,2026,7,7.7,District 5,City of Glendale,SPA 2 - San Fernando,4484,66005815.6113281,40754.6130418474
06037300400,92,52,2034,4.5,2.6,District 5,City of Glendale,SPA 2 - San Fernando,4485,21730494.8818359,23706.5540324055
06037300501,93,33,1047,8.9,3.2,District 5,Unincorporated - La Crescenta-Montrose,SPA 2 - San Fernando,4486,13649413.2626953,19872.2777149997
06037300503,202,143,2253,9,6.3,District 5,Unincorporated - La Crescenta-Montrose,SPA 2 - San Fernando,4487,11694890.0175781,15544.8928487389
06037300601,117,107,2157,5.4,5,District 5,City of Glendale,SPA 2 - San Fernando,4488,7845815.15917969,16812.2266766721
06037300602,240,202,1409,17,14.3,District 5,City of Glendale,SPA 2 - San Fernando,4489,16291737.6865234,23229.1637908957
06037300701,107,84,2051,5.2,4.1,District 5,City of Glendale,SPA 2 - San Fernando,4490,144236000.77832,64161.4267480788
06037300702,181,197,2436,7.4,8.1,District 5,City of Glendale,SPA 2 - San Fernando,4491,123675265.754883,65800.8594000404
06037300800,244,137,2804,8.7,4.9,District 5,City of Glendale,SPA 2 - San Fernando,4492,65833219.5390625,44428.4511174695
06037300901,137,89,2058,6.7,4.3,District 5,City of Glendale,SPA 2 - San Fernando,4493,74916984.6425781,42058.8263463646
06037300902,44,39,811,5.4,4.8,District 5,City of Glendale,SPA 2 - San Fernando,4494,46938618.1005859,36143.0003861748
06037301000,403,255,2096,19.2,12.2,District 5,City of Glendale,SPA 2 - San Fernando,4495,22416556.0009766,20656.0677579936
06037301100,298,266,2869,10.4,9.3,District 5,City of Glendale,SPA 2 - San Fernando,4496,14379263.8154297,18268.5956421446
06037301203,177,137,1907,9.3,7.2,District 5,City of Glendale,SPA 2 - San Fernando,4497,5858005.72460938,10508.1884671843
06037301204,232,147,2156,10.8,6.8,District 5,City of Glendale,SPA 2 - San Fernando,4498,4440368.94921875,8676.58345023745
06037301205,72,32,722,10,4.4,District 5,City of Glendale,SPA 2 - San Fernando,4499,8346100.02929688,12788.326989283
06037301206,279,115,1829,15.3,6.3,District 5,City of Glendale,SPA 2 - San Fernando,4500,8886947.8125,13369.6077995246
06037301300,36,41,700,5.1,5.9,District 5,City of Glendale,SPA 2 - San Fernando,4501,12607146.0664063,18862.7008962605
06037301400,34,25,1306,2.6,1.9,District 5,City of Glendale,SPA 2 - San Fernando,4502,17216963.6601563,19081.820590301
06037301501,80,28,544,14.7,5.1,District 5,City of Glendale,SPA 2 - San Fernando,4503,6522353.09960938,14080.9308772939
06037301502,503,362,2405,20.9,15.1,District 5,City of Glendale,SPA 2 - San Fernando,4504,7276905.86328125,15094.3793869584
06037301601,736,556,2317,31.8,24,District 5,City of Glendale,SPA 2 - San Fernando,4505,24223119.6767578,25957.0826620519
06037301602,187,124,1649,11.3,7.5,District 5,City of Glendale,SPA 2 - San Fernando,4506,10834400.9238281,15313.7457790143
06037301701,213,111,1065,20,10.4,District 5,City of Glendale,SPA 2 - San Fernando,4507,10152082.5361328,15491.4242760212
06037301702,274,187,2064,13.3,9.1,District 5,City of Glendale,SPA 2 - San Fernando,4508,8902944.94042969,12255.0779305692
06037301801,354,179,2241,15.8,8,District 5,City of Glendale,SPA 2 - San Fernando,4509,7768177.19042969,11130.7187741492
06037301802,236,218,2101,11.2,10.4,District 5,City of Glendale,SPA 2 - San Fernando,4510,5105460.74023438,9429.20008497953
06037301901,171,163,1891,9,8.6,District 5,City of Glendale,SPA 2 - San Fernando,4511,4955932.3984375,9778.06337280843
06037301902,79,69,1106,7.1,6.2,District 5,City of Glendale,SPA 2 - San Fernando,4512,6808225.88476563,12623.499916158
06037302002,309,262,1760,17.6,14.9,District 5,City of Glendale,SPA 2 - San Fernando,4513,5417587.64648438,9619.99139643791
06037302003,389,205,1542,25.2,13.3,District 5,City of Glendale,SPA 2 - San Fernando,4514,2544760.93554688,6616.42246697254
